etudiant_id,nom,prenom,date_naissance,universite_id,programme_etude,date_inscription,date_diplome,fonctionnaire_id,email
276,Anthony,Anita,1994-04-02,13,Informatique,2017-04-11,,,joseph43@example.org
277,Foster,Justin,1996-02-13,50,Informatique,2022-09-06,2021-09-03,423,kyle89@example.org
278,Horne,Maria,2004-06-28,35,Télécommunications,2019-10-25,,3049,russell24@example.net
279,Fuentes,Matthew,2005-12-15,98,Ingénierie Environnementale,2018-08-04,2022-05-25,,brianblackwell@example.com
280,Sanchez,Brendan,2001-03-28,78,Ingénierie Environnementale,2016-01-01,2022-08-24,2398,taylor66@example.org
281,Bauer,John,2000-02-28,72,Ingénierie Environnementale,2017-03-19,,3998,charlessullivan@example.net
282,Rivera,Rachel,2002-09-29,99,,2025-01-16,2023-08-30,,janderson@example.org
283,Williams,Daniel,1998-06-07,47,Électronique,2016-09-16,2022-08-18,2687,karenrose@example.com
284,Blackburn,Alan,1995-12-07,41,Électronique,2024-05-08,,3245,gcook@example.org
285,Khan,Thomas,2005-02-27,99,Télécommunications,2017-06-23,,547,emilycollins@example.net
286,Hernandez,Sarah,2002-05-06,21,Architecture,2018-03-20,,,rachel81@example.com
287,Gilbert,Jeffrey,2004-02-10,52,Télécommunications,2019-07-08,2022-09-12,4581,rogersvanessa@example.org
288,Martin,Kenneth,1996-01-09,34,Télécommunications,2023-05-10,2023-05-22,,jeremy55@example.org
289,Ortiz,Patrick,1997-12-18,24,Ingénierie des Systèmes,2019-08-09,,1497,ashleyhall@example.org
290,Rivera,Christina,1999-12-05,78,Ingénierie des Systèmes,2023-06-10,2023-03-18,4088,ihudson@example.org
291,Lee,Barbara,2004-08-26,52,Ingénierie Environnementale,2022-04-07,,580,collinsdebra@example.com
292,Smith,Timothy,2006-03-06,36,Génie Civil,2023-01-12,2022-01-13,,brooksalison@example.net
293,Garcia,Jonathan,2001-05-13,63,Ingénierie des Systèmes,2023-06-20,,3604,calvin16@example.net
294,Wong,Lauren,2004-05-19,10,Électronique,2015-09-08,,,brandy81@example.com
295,Wolfe,Kristi,1994-08-24,97,Architecture,2022-07-25,2021-01-27,461,cstewart@example.net
296,Sims,Curtis,2000-01-22,53,Génie Civil,2017-05-20,,,zsnyder@example.org
297,Martinez,Diana,2000-06-13,98,Architecture,2024-06-12,2022-11-20,1825,melanie42@example.com
298,Haynes,Jason,2003-12-07,76,Mathématiques Appliquées,2019-08-05,2024-02-03,,earldavis@example.net
299,Reed,Carol,1995-09-18,97,Télécommunications,2017-03-03,,697,heather65@example.org
300,Hicks,Craig,1996-11-02,15,Ingénierie Environnementale,2024-03-24,2021-08-16,,janet80@example.com
301,Miller,Jose,2002-12-03,5,Ingénierie Environnementale,2018-12-09,2020-06-22,,robertsonkeith@example.com
302,Murphy,Bradley,2000-08-23,83,,2019-02-21,,3659,meaganjohnson@example.com
303,Mcdonald,Daniel,2006-01-29,51,Mathématiques Appliquées,2018-07-01,,1334,ybarron@example.org
304,Cooley,Katherine,2004-05-16,98,Télécommunications,2024-03-07,2024-04-22,3221,garciajohn@example.net
305,Cox,Luis,1996-05-01,1,Ingénierie des Systèmes,2018-08-11,2020-07-30,,lewisjoseph@example.net
306,Williams,Ruben,1999-03-13,41,Informatique,2016-04-20,2020-11-04,,salasterri@example.org
307,Black,Thomas,2001-10-29,32,Ingénierie des Systèmes,2017-09-13,2022-04-01,,kathleen69@example.net
308,White,Jennifer,1994-06-28,13,Mécanique,2015-03-19,2024-03-20,4797,emily22@example.com
309,Curry,Scott,2005-08-30,24,Génie Civil,2015-07-25,2023-02-03,1885,ibrewer@example.com
310,Ibarra,Krista,2003-01-03,44,,2024-06-21,,187,christophergood@example.org
311,Hooper,Terri,1996-07-02,20,Architecture,2016-05-13,2022-06-26,,lowelori@example.com
312,Proctor,Amy,1998-04-11,95,Mathématiques Appliquées,2018-07-02,2022-11-09,616,slong@example.org
313,Walker,Sherri,2001-06-04,49,Télécommunications,2023-01-03,2022-04-15,,garzasamantha@example.net
314,Torres,John,2001-11-17,57,Télécommunications,2017-05-25,2022-02-08,,davidsantos@example.com
315,Gray,James,2001-05-23,35,Mécanique,2021-07-17,2020-06-11,1811,jesus06@example.com
316,Hancock,Erica,1996-11-08,70,Mathématiques Appliquées,2023-10-15,2021-11-12,,edwardskathleen@example.org
317,Smith,Rebecca,1999-01-10,46,Génie Industriel,2023-07-22,2023-01-12,,melanievega@example.org
318,Page,Scott,1998-08-04,67,Mathématiques Appliquées,2022-07-19,2024-10-29,,sarahpineda@example.com
319,Martinez,Michelle,1999-12-02,43,Télécommunications,2018-01-22,2025-01-10,4876,jennyjackson@example.net
320,Gould,Jeffrey,2006-02-08,86,Mécanique,2021-01-12,,3565,hgill@example.net
321,Murphy,Geoffrey,2003-06-06,10,Mécanique,2019-09-06,2023-07-06,,jason95@example.net
322,Bowman,Jeffrey,1994-09-17,35,Mathématiques Appliquées,2020-02-14,2024-04-03,16,wmiller@example.net
323,Barnes,Heather,1999-04-01,14,Ingénierie Environnementale,2019-01-22,,,louiswatkins@example.com
324,Hernandez,James,2003-05-13,29,Architecture,2015-03-14,,,amarks@example.org
325,Schroeder,Matthew,2000-09-22,92,Informatique,2017-07-25,,,nicolefrederick@example.net
326,Mullen,Timothy,1997-10-27,24,Mathématiques Appliquées,2023-11-11,2023-09-02,4761,john50@example.net
327,Burgess,Sheila,1999-02-12,74,Génie Industriel,2019-05-26,2022-01-25,4524,barryjohnson@example.com
328,Walker,Rachel,2001-06-10,42,Architecture,2022-06-24,,1516,schneideramy@example.com
329,Koch,Troy,1998-02-20,8,Mathématiques Appliquées,2024-09-24,2023-11-21,,cwright@example.com
330,Hall,Timothy,2005-10-30,4,Génie Civil,2020-11-23,,,sarah86@example.org
331,Garcia,Daniel,2000-01-20,44,,2024-02-16,2023-08-08,604,woodhaley@example.org
332,Rice,Victoria,2003-04-20,68,Architecture,2015-03-23,2024-12-29,3952,hilljoseph@example.org
333,Carroll,Thomas,1995-03-29,85,Ingénierie des Systèmes,2024-12-07,,3944,obaker@example.net
334,Avila,Francis,1995-02-02,29,Mécanique,2020-10-30,2020-08-02,,tammypierce@example.org
335,Deleon,Kerry,2001-10-09,24,Génie Industriel,2025-02-03,,2870,andrewdelacruz@example.com
336,Monroe,Nicholas,2002-09-18,82,Ingénierie Environnementale,2024-08-12,2020-04-21,,valerie11@example.net
337,Hernandez,Travis,1999-05-24,33,Télécommunications,2024-01-14,2023-06-25,,fraziercharles@example.org
338,Hines,Matthew,1999-08-09,85,Ingénierie Environnementale,2019-03-20,,3786,davidsonjesse@example.net
339,Myers,Kellie,1998-06-23,20,Ingénierie Environnementale,2021-10-31,,3572,laura08@example.com
340,Chang,Daniel,1995-04-05,53,Télécommunications,2021-02-07,2024-01-14,2454,iespinoza@example.net
341,Williams,Stephen,2005-10-29,67,Architecture,2016-09-27,2022-10-21,,stacey03@example.net
342,Garrett,William,2000-09-29,71,,2024-05-31,2023-12-30,,willisnicholas@example.org
343,Moore,Elizabeth,1995-09-11,77,,2025-01-14,,4647,sarahbrown@example.org
344,Smith,Danny,2006-02-28,84,Mathématiques Appliquées,2018-10-19,2023-10-09,3051,laurie99@example.com
345,Conner,Jason,2000-03-08,60,Génie Industriel,2018-02-17,2023-07-08,523,todd37@example.com
346,Brewer,Michael,1996-04-27,95,Électronique,2019-10-04,2024-05-29,3167,brett65@example.org
347,Palmer,Andre,2005-12-21,52,,2024-03-22,,4168,davisjohn@example.org
348,Rogers,Marco,2006-01-06,3,,2022-09-19,,3287,deborahpope@example.org
349,Hall,Cody,1997-07-24,24,Ingénierie Environnementale,2024-09-16,2024-02-11,1946,emartin@example.net
350,Espinoza,Brian,1997-06-06,60,Télécommunications,2019-05-19,,3600,gibsontonya@example.net
351,Romero,Christine,1997-08-30,60,Génie Industriel,2019-07-13,2020-06-06,1725,scooper@example.net
352,Farley,Christopher,2000-05-06,13,,2022-07-09,,1137,alexandra08@example.org
353,Yates,Katherine,2006-02-06,28,Génie Civil,2021-06-26,2022-04-04,,saundersjohn@example.net
354,Kidd,James,1994-07-22,49,,2024-04-20,2025-01-03,1675,laura07@example.net
355,Hurst,Caitlin,2001-06-19,15,,2017-07-09,,,rubenbrown@example.org
356,Smith,Austin,1998-05-20,38,Électronique,2024-07-18,,,hoodkristi@example.com
357,Rush,Jennifer,2002-08-03,18,Génie Civil,2023-07-31,,803,parkerelizabeth@example.com
358,Glenn,Danielle,2003-03-29,46,Informatique,2015-04-20,,4571,moorejames@example.com
359,Fox,Jeanette,1997-05-10,83,Informatique,2018-06-26,2024-12-13,439,droberts@example.net
360,Lopez,Lisa,2002-03-12,91,Ingénierie des Systèmes,2022-12-12,,3405,xhurst@example.org
361,Steele,Laura,2006-08-20,56,Mécanique,2021-04-17,,,hamiltontrevor@example.com
362,Mosley,Zachary,1997-03-01,9,,2022-08-27,2020-07-21,,darrelldavis@example.net
363,Berry,Robert,1998-10-07,61,Génie Civil,2024-08-25,2024-04-25,4077,taylorgray@example.net
364,Hutchinson,Lindsay,2005-04-20,49,Mathématiques Appliquées,2020-04-28,,763,staceystewart@example.org
365,Dunn,Mary,1998-05-31,75,Télécommunications,2021-10-11,2024-01-19,3461,wconner@example.com
366,Mccoy,Jordan,1996-11-21,58,Mathématiques Appliquées,2023-04-05,2022-01-27,,nbeck@example.net
367,Mitchell,Daniel,2002-02-11,43,Génie Industriel,2021-03-21,2021-02-19,4592,cody39@example.org
368,Dorsey,Lauren,2001-05-04,21,Génie Civil,2017-10-24,2021-01-15,2132,paulgreene@example.com
369,Camacho,Stephanie,1995-05-28,26,Architecture,2023-10-10,,,moralestina@example.com
370,Lee,Steven,2006-04-23,25,Informatique,2017-08-06,,,spearsvanessa@example.org
371,Nichols,Jonathan,1994-07-18,87,Génie Civil,2017-05-27,2020-12-14,,shawna78@example.net
372,Johnson,Mary,2000-10-05,29,Génie Civil,2019-03-29,,683,garzakelly@example.com
373,Roth,Bradley,2000-03-13,43,Architecture,2019-03-12,2020-06-05,,richardsonscott@example.org
374,Solomon,Danielle,1995-05-14,45,,2022-04-07,,,kerrywilson@example.net
375,Washington,Heather,2002-05-22,61,Ingénierie des Systèmes,2019-04-08,,979,glevy@example.com
376,Howard,Derek,2004-02-22,10,Informatique,2016-01-19,,,rebeccapowell@example.org
377,Jackson,Alexander,1996-09-24,74,Informatique,2021-01-28,,4570,daviddouglas@example.net
378,Rivera,John,2004-05-26,46,Génie Industriel,2022-01-03,,,michael62@example.org
379,Robinson,Shawn,1999-03-11,30,Ingénierie des Systèmes,2022-10-09,,,mayojoanna@example.org
380,Myers,Mathew,1999-01-17,80,Mécanique,2019-07-14,,2820,xking@example.org
381,Hunter,Brandon,2003-09-02,21,Informatique,2024-03-09,,517,sarahkelly@example.com
382,Cook,Mark,2000-11-07,89,Architecture,2020-09-24,,,knorman@example.org
383,White,Lynn,1999-08-05,10,Génie Civil,2019-12-27,2025-01-20,,petersonricky@example.net
384,Cameron,Joshua,1997-09-16,39,Télécommunications,2021-04-23,,4416,yoderkevin@example.com
385,Moses,Mitchell,1997-03-24,40,Génie Civil,2023-09-13,,1088,scottlouis@example.net
386,Blake,Jason,1996-07-29,96,Électronique,2017-01-15,,495,charlesking@example.org
387,Charles,Lauren,1996-01-25,25,Mathématiques Appliquées,2024-04-25,2021-05-02,111,xanthony@example.org
388,Jones,Rebecca,1999-10-26,68,Télécommunications,2021-07-31,2022-05-01,,boydtracy@example.org
389,Jenkins,Jamie,2006-10-04,6,Ingénierie des Systèmes,2021-11-04,2021-08-04,,fmorrison@example.org
390,Guerrero,Rhonda,2001-07-20,25,Électronique,2016-08-29,,3256,kara87@example.org
391,Mcintyre,Jonathon,2003-01-14,49,Électronique,2016-10-23,2020-12-17,2067,hallronald@example.com
392,Montgomery,Jeffrey,2001-05-10,60,Ingénierie des Systèmes,2022-04-10,,3200,floreskathy@example.com
393,Gibson,Christopher,1996-08-17,16,Mathématiques Appliquées,2023-09-01,2023-09-26,,crystalyoung@example.org
394,Woods,Andrew,1998-03-18,6,Mathématiques Appliquées,2015-05-24,,1015,trollins@example.com
395,Juarez,Yolanda,1998-07-29,8,Ingénierie des Systèmes,2019-05-05,,2478,tara89@example.com
396,Elliott,Nicholas,1994-10-27,54,Mathématiques Appliquées,2023-07-23,,1511,pflores@example.org
397,Hernandez,Jeremiah,2002-01-29,18,Électronique,2021-10-18,,2039,paulkline@example.net
398,Gonzalez,Dana,1998-04-25,36,Télécommunications,2016-10-18,,,castanedaamanda@example.com
399,Ellis,Denise,2001-07-23,89,Informatique,2024-05-12,2024-06-04,450,plopez@example.com
400,Frazier,Luke,1999-09-24,37,Ingénierie Environnementale,2019-11-10,,1987,jmiller@example.org
401,Moore,Jeffrey,2001-12-15,75,Génie Civil,2021-07-12,2022-04-20,3347,leekrista@example.net
402,Good,Ashley,2002-10-02,45,Mécanique,2016-01-05,2023-01-18,,raytimothy@example.com
403,Kane,Brian,1995-11-17,57,Génie Industriel,2016-08-25,,,chandlerlaura@example.com
404,Jimenez,Chad,1999-08-05,75,Génie Civil,2023-12-09,2025-02-24,2210,carlos05@example.org
405,Fletcher,Michelle,1999-05-19,51,Ingénierie Environnementale,2015-12-31,2024-12-17,4605,nancylee@example.org
406,Tucker,Brandon,2005-06-27,7,Génie Civil,2019-04-05,2020-10-06,,hbrown@example.net
407,King,Amy,2002-04-19,38,Électronique,2021-02-16,2023-06-04,,richardsjames@example.org
408,Blair,Amanda,1998-07-03,48,,2016-03-10,2021-09-10,2806,nmalone@example.com
409,Brown,Erin,2003-04-22,72,Informatique,2016-09-09,,17,martinnancy@example.net
410,Gibson,Sheila,1994-03-01,79,Informatique,2018-02-02,,,paulfletcher@example.com
411,Burgess,Samuel,2000-02-02,9,Mécanique,2016-08-26,,,nealmiranda@example.net
412,Massey,Shannon,1998-12-19,63,Électronique,2015-05-14,,,shane40@example.net
413,Barton,Emma,2000-10-25,67,Génie Civil,2018-01-25,2020-04-04,2910,hwilliams@example.com
414,Cummings,Lisa,2004-11-11,67,Ingénierie des Systèmes,2015-05-27,,3588,carolynsimmons@example.org
415,Vega,Kenneth,2002-03-18,11,Télécommunications,2021-01-04,,,curtis08@example.com
416,Dixon,Michael,2003-03-29,54,Mécanique,2015-10-14,2022-03-01,4486,wlewis@example.net
417,Romero,Glenda,2001-06-27,20,Mécanique,2016-03-16,2023-05-24,4165,julie27@example.org
418,Skinner,Edward,1998-09-08,74,Architecture,2019-03-27,,4197,kenneth35@example.org
419,Swanson,Alejandro,2000-05-22,88,Génie Industriel,2016-11-08,2023-05-29,,srodriguez@example.org
420,Holder,Sally,2004-06-13,39,Électronique,2018-07-11,2024-10-31,1137,fwaller@example.net
421,Ortiz,Rebecca,1999-11-02,71,Mathématiques Appliquées,2021-03-11,,103,brett65@example.com
422,Evans,Courtney,1996-03-23,70,Informatique,2024-06-06,,4752,mullinstiffany@example.org
423,Ramirez,Brenda,1998-02-19,42,,2017-07-16,,,kristinliu@example.org
424,Clay,Adam,2006-04-15,71,Mathématiques Appliquées,2016-03-23,2024-09-06,2711,frank80@example.net
425,Green,Jill,1995-06-24,28,Électronique,2023-11-05,2023-08-23,4114,andreawhite@example.org
426,Little,Michael,2000-12-27,28,Informatique,2022-03-15,2020-05-26,,angelasullivan@example.org
427,Franklin,Danielle,2001-12-25,48,Architecture,2021-09-16,2024-04-22,,sschmidt@example.com
428,Donovan,Megan,2006-08-28,100,Électronique,2022-02-10,2022-12-03,1943,raykelsey@example.org
429,Rivera,Diana,2005-01-28,65,,2024-04-01,2022-07-11,197,gina36@example.net
430,Kirby,Carolyn,2002-09-28,78,,2023-04-28,2020-09-05,4597,donald22@example.org
431,Brown,Kelly,2001-01-14,70,Architecture,2018-03-25,2022-05-05,4480,alexanderfarmer@example.net
432,Estrada,Brent,1996-09-07,44,Génie Civil,2016-01-23,2020-04-15,,stewartwendy@example.com
433,Rodriguez,Denise,2005-11-07,77,Informatique,2024-01-11,2024-07-21,3930,christinecain@example.org
434,Jones,Jennifer,2004-02-17,73,Mécanique,2021-03-04,,2290,daviesdavid@example.com
435,Rose,Robert,1999-07-16,18,Génie Industriel,2020-09-25,,2525,lhaynes@example.org
436,White,Scott,2005-11-06,40,Électronique,2015-04-18,2020-09-30,1328,nhenderson@example.com
437,Dillon,James,2004-05-02,46,Informatique,2024-09-08,,601,ichandler@example.org
438,Adams,Pamela,2000-10-02,53,,2023-03-19,2024-04-09,,rhonda45@example.org
439,Oconnell,Madeline,1997-12-03,28,,2022-06-16,,3813,juan84@example.com
440,Bowen,Dennis,1995-04-07,12,Informatique,2018-06-30,2024-09-07,3531,ganderson@example.com
441,Armstrong,Roger,2002-12-30,77,Mécanique,2016-05-28,2020-04-07,3955,jjohnson@example.org
442,Wilson,Felicia,1998-05-11,53,Télécommunications,2017-03-11,,101,andrea58@example.org
443,Cuevas,Laurie,1998-10-19,59,Mécanique,2019-10-03,,,elizabeth36@example.com
444,Perkins,Sara,1999-06-22,37,Architecture,2016-06-28,2022-02-05,,carrie09@example.net
445,Foster,Shannon,1997-07-20,90,Informatique,2024-01-21,2021-05-08,1534,fanderson@example.com
446,Lyons,Stephen,1997-06-03,5,Ingénierie des Systèmes,2022-10-19,2020-06-13,,thill@example.net
447,Johnson,Isabel,1997-05-09,94,Génie Civil,2022-05-24,2024-07-14,,wsmith@example.org
448,Reed,Tracy,2005-06-19,80,Génie Civil,2021-01-14,,1913,michael50@example.com
449,Harris,Danielle,2005-01-21,85,Génie Civil,2018-08-13,,,john25@example.org
450,Williams,Brian,1997-05-20,8,Ingénierie des Systèmes,2022-12-13,2020-03-10,,richard58@example.net
451,Miller,Katrina,1994-08-12,49,Génie Civil,2016-02-01,2024-04-07,3364,shawn88@example.org
452,Soto,Lauren,1997-10-03,96,,2016-11-13,2022-02-28,,williamsjonathan@example.com
453,Cummings,Amanda,2004-08-20,35,,2022-09-29,2025-01-17,,vedwards@example.net
454,Davis,David,2003-05-31,54,,2021-07-09,,,kennedychristopher@example.com
455,Bailey,Brandy,2001-12-13,52,Architecture,2024-10-04,2020-10-01,,martinezkeith@example.org
456,Gonzales,Jennifer,2005-11-01,87,Électronique,2021-09-25,2024-06-07,,jordanlong@example.org
457,Lowe,Patrick,2000-03-20,18,Mécanique,2016-07-27,,85,jeremywilliams@example.net
458,Campbell,Margaret,2006-08-25,6,Mathématiques Appliquées,2021-05-13,2023-09-30,,jholmes@example.net
459,Cardenas,James,2001-04-06,20,Génie Industriel,2024-04-25,,3823,scottlawrence@example.org
460,Warren,Molly,2003-12-04,87,Architecture,2020-04-28,2020-06-27,,christian50@example.com
461,Snyder,Matthew,1999-05-11,45,Architecture,2019-08-18,,3997,reginald96@example.net
462,Williams,Kristin,2002-01-30,88,Électronique,2023-04-11,,,mobrien@example.com
463,Harper,Kimberly,2000-12-13,76,Génie Industriel,2017-02-07,2025-01-27,,osnyder@example.org
464,Fuentes,Megan,2004-03-06,35,Informatique,2021-06-20,2020-07-23,2883,teresathomas@example.com
465,Meyer,Grant,2001-12-20,88,Mathématiques Appliquées,2018-04-19,2024-07-11,3815,stacygilbert@example.com
466,Jones,Cassandra,1997-02-15,61,Génie Civil,2021-09-01,,1393,brennaneddie@example.org
467,French,Sherri,1994-03-25,99,Ingénierie Environnementale,2018-12-13,2024-06-08,,jasonknight@example.org
468,Lewis,Emily,2000-06-15,59,Génie Industriel,2024-09-24,2024-04-07,2939,ibrown@example.org
469,Bishop,John,2004-08-08,60,Génie Civil,2025-02-17,2025-02-05,,palmererica@example.org
470,Hartman,John,2006-02-27,18,Ingénierie Environnementale,2020-07-09,,,john41@example.com
471,Bullock,Meredith,1998-11-25,8,Télécommunications,2018-08-12,2022-04-05,,ymendez@example.org
472,Ramirez,Brandon,2003-01-06,92,,2016-03-11,,3371,zmitchell@example.com
473,Chambers,James,1997-11-20,66,Électronique,2022-05-23,2022-10-29,257,clairegregory@example.org
474,Graham,Richard,1998-09-16,20,Ingénierie Environnementale,2023-04-30,2020-04-09,,jgallegos@example.com
475,Sanders,Christopher,1997-12-31,88,Télécommunications,2015-08-06,,,chapmanmatthew@example.com
476,Cruz,Elizabeth,2000-10-26,97,Informatique,2019-01-24,2022-11-21,1892,aford@example.net
477,Reed,Susan,2001-07-14,16,Télécommunications,2019-04-15,,78,calviningram@example.org
478,Taylor,Brianna,2003-06-19,20,Mathématiques Appliquées,2021-10-28,,2320,escobarkaren@example.org
479,Cabrera,John,2001-07-31,92,Informatique,2021-02-22,2020-06-28,,ngutierrez@example.org
480,Phillips,Robert,2001-08-31,83,Ingénierie des Systèmes,2023-05-29,2020-10-28,1030,snyderjoanna@example.com
481,Herman,Zachary,2006-08-08,84,Ingénierie des Systèmes,2018-05-24,2024-10-12,1051,melissahoover@example.net
482,Cole,Philip,2003-02-19,41,Génie Civil,2021-11-02,,,hawkinsandrea@example.net
483,Baker,James,2005-12-06,7,Architecture,2017-04-18,2023-08-03,,bmccarthy@example.com
484,Williams,Crystal,2002-06-24,45,Informatique,2019-04-18,2022-09-21,,ronald13@example.net
485,Wolfe,Kenneth,2002-12-16,23,Ingénierie Environnementale,2016-02-14,2022-09-19,3205,lwalker@example.com
486,Smith,Matthew,2005-04-26,37,Architecture,2024-06-27,,,jshah@example.net
